lat,long,diameter
18,18,40.85605271129112
15,366,36.68534037984474
41,318,20.310825007719227
44,177,9.706684619910241
45,291,11.170383851240114
47,114,8.667244841319219
50,349,17.14987856615383
48,95,9.772050238058398
53,146,15.347615963921077
64,329,10.823032759612019
67,299,9.965574970333758
77,224,13.110581167104948
98,294,18.36868202552426
98,166,10.645107772184812
101,257,15.594510349620345
99,354,6.383076486422923
117,42,15.054455784347004
130,301,14.317526556719258
149,240,5.863230142835039
165,261,6.383076486422923
189,119,4.51351666838205
199,310,18.29923496393627
240,39,20.12188299403865
241,257,21.260292528114064
237,361,7.735777827895049
257,299,6.282549314314218
263,162,11.227230955528665
269,127,7.735777827895049
287,248,8.368283871884005
294,108,21.049640414216977
295,153,19.511499785403828
297,131,17.297725082009
293,293,5.170882945826411
300,60,18.5067943613625
302,228,15.957691216057308
296,268,5.046265044040321
335,169,7.569397566060481
346,99,23.66908109081279
344,355,11.67204486311899
358,13,16.66031874701878
367,366,35.86045091995518
356,30,5.753627391751592
372,25,6.770275002573076
377,3,4.918490759365935
